Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
rpsideas:wide_socket, item.wide_socket.name
rpsideas:flash_ring, item.flash_ring.name
rpsideas:trigger_sensor, item.trigger_sensor.name
rpsideas:biotic_sensor, item.biotic_sensor.name
rpsideas:unstable_battery, item.unstable_battery.name
rpsideas:twinflow_battery, item.twinflow_battery.name
rpsideas:shielded_battery, item.shielded_battery.name
rpsideas:creative_colorizer, item.creative_colorizer.name
rpsideas:psimetal_rod, item.psimetal_rod.name
rpsideas:empty_colorizer, item.empty_colorizer.name
rpsideas:liquid_colorizer, item.liquid_colorizer.name
rpsideas:cyclic_colorizer, item.cyclic_colorizer.name
rpsideas:ebony_pickaxe, item.ebony_pickaxe.name
rpsideas:ebony_shovel, item.ebony_shovel.name
rpsideas:ebony_axe, item.ebony_axe.name
rpsideas:ebony_sword, item.ebony_sword.name
rpsideas:ivory_pickaxe, item.ivory_pickaxe.name
rpsideas:ivory_shovel, item.ivory_shovel.name
rpsideas:ivory_axe, item.ivory_axe.name
rpsideas:ivory_sword, item.ivory_sword.name
rpsideas:ebony_helmet, item.ebony_helmet.name
rpsideas:ebony_chestplate, item.ebony_chestplate.name
rpsideas:ebony_leggings, item.ebony_leggings.name
rpsideas:ebony_boots, item.ebony_boots.name
rpsideas:ivory_helmet, item.ivory_helmet.name
rpsideas:ivory_chestplate, item.ivory_chestplate.name
rpsideas:ivory_leggings, item.ivory_leggings.name
rpsideas:ivory_boots, item.ivory_boots.name
rpsideas:ebony_rod, item.ebony_rod.name
rpsideas:ivory_rod, item.ivory_rod.name
rpsideas:ebony_shears, item.ebony_shears.name
rpsideas:ivory_shears, item.ivory_shears.name
rpsideas:ebony_hoe, item.ebony_hoe.name
rpsideas:ivory_hoe, item.ivory_hoe.name
rpsideas:inline_caster, item.inline_caster.name
rpsideas:gauss_rifle, item.gauss_rifle.name
rpsideas:overclocked_cad_assembly, item.overclocked_cad_assembly.name
rpsideas:underclocked_cad_assembly, item.underclocked_cad_assembly.name
rpsideas:hyperthreaded_cad_core, item.hyperthreaded_cad_core.name
rpsideas:virtual_thread_cad_core, item.virtual_thread_cad_core.name
rpsideas:optimized_cad_core, item.optimized_cad_core.name
rpsideas:psi_cuffs, item.psi_cuffs.name
rpsideas:psi_cuff_key, item.psi_cuff_key.name
rpsideas:psimetal_shield, item.psimetal_shield.name
rpsideas:ebony_shield, item.ebony_shield.name
rpsideas:psimetal_hoe, item.psimetal_hoe.name
rpsideas:psimetal_shears, item.psimetal_shears.name
rpsideas:gauss_bullet, item.gauss_bullet.name
rpsideas:magazine, item.magazine.name
rpsideas:battlecaster, item.battlecaster.name
rpsideas:keypad, item.keypad.name
rpsideas:overvolted_cad_assembly, item.overvolted_cad_assembly.name
rpsideas:undervolted_cad_assembly, item.undervolted_cad_assembly.name
rpsideas:cad_assembly_mana_blaster, item.cad_assembly_mana_blaster.name
rpsideas:bright_plate:0, White Psimetal Flow Plate
rpsideas:bright_plate:1, Orange Psimetal Flow Plate
rpsideas:bright_plate:2, Magenta Psimetal Flow Plate
rpsideas:bright_plate:3, Light Blue Psimetal Flow Plate
rpsideas:bright_plate:4, Yellow Psimetal Flow Plate
rpsideas:bright_plate:5, Lime Psimetal Flow Plate
rpsideas:bright_plate:6, Pink Psimetal Flow Plate
rpsideas:bright_plate:7, Gray Psimetal Flow Plate
rpsideas:bright_plate:8, Light Gray Psimetal Flow Plate
rpsideas:bright_plate:9, Cyan Psimetal Flow Plate
rpsideas:bright_plate:10, Purple Psimetal Flow Plate
rpsideas:bright_plate:11, Blue Psimetal Flow Plate
rpsideas:bright_plate:12, Brown Psimetal Flow Plate
rpsideas:bright_plate:13, Green Psimetal Flow Plate
rpsideas:bright_plate:14, Red Psimetal Flow Plate
rpsideas:bright_plate:15, Black Psimetal Flow Plate
rpsideas:dark_plate:0, Dark White Psimetal Flow Plate
rpsideas:dark_plate:1, Dark Orange Psimetal Flow Plate
rpsideas:dark_plate:2, Dark Magenta Psimetal Flow Plate
rpsideas:dark_plate:3, Dark Light Blue Psimetal Flow Plate
rpsideas:dark_plate:4, Dark Yellow Psimetal Flow Plate
rpsideas:dark_plate:5, Dark Lime Psimetal Flow Plate
rpsideas:dark_plate:6, Dark Pink Psimetal Flow Plate
rpsideas:dark_plate:7, Dark Gray Psimetal Flow Plate
rpsideas:dark_plate:8, Dark Light Gray Psimetal Flow Plate
rpsideas:dark_plate:9, Dark Cyan Psimetal Flow Plate
rpsideas:dark_plate:10, Dark Purple Psimetal Flow Plate
rpsideas:dark_plate:11, Dark Blue Psimetal Flow Plate
rpsideas:dark_plate:12, Dark Brown Psimetal Flow Plate
rpsideas:dark_plate:13, Dark Green Psimetal Flow Plate
rpsideas:dark_plate:14, Dark Red Psimetal Flow Plate
rpsideas:dark_plate:15, Dark Black Psimetal Flow Plate
rpsideas:cad_case_white, tile.cad_case_white.name
rpsideas:cad_case_orange, tile.cad_case_orange.name
rpsideas:cad_case_magenta, tile.cad_case_magenta.name
rpsideas:cad_case_light_blue, tile.cad_case_light_blue.name
rpsideas:cad_case_yellow, tile.cad_case_yellow.name
rpsideas:cad_case_lime, tile.cad_case_lime.name
rpsideas:cad_case_pink, tile.cad_case_pink.name
rpsideas:cad_case_gray, tile.cad_case_gray.name
rpsideas:cad_case_silver, tile.cad_case_silver.name
rpsideas:cad_case_cyan, tile.cad_case_cyan.name
rpsideas:cad_case_purple, tile.cad_case_purple.name
rpsideas:cad_case_blue, tile.cad_case_blue.name
rpsideas:cad_case_brown, tile.cad_case_brown.name
rpsideas:cad_case_green, tile.cad_case_green.name
rpsideas:cad_case_red, tile.cad_case_red.name
rpsideas:cad_case_black, tile.cad_case_black.name
metallurgy:phosphorus_lamp, Phosphorus Lantern
metallurgy:road_block, Road
metallurgy:striped_road_block, Striped Road
metallurgy:crusher, §cCrusher
metallurgy:alloyer, §9Alloyer
metallurgy:sublimation_chamber, §4Sublimation Chamber
metallurgy:bitumen_block, Bitumen Block
metallurgy:charcoal_block, Block of Charcoal
metallurgy:sulfur_block, Sulfur Block
metallurgy:tar_ore, Tar Ore
metallurgy:sulfur_ore, Sulfur Ore
metallurgy:potash_ore, Potash Ore
metallurgy:phosphorite_ore, Phosphorite Ore
metallurgy:gold_engraved_block, Gold Engraved Block
metallurgy:iron_engraved_block, Iron Engraved Block
metallurgy:gold_large_bricks, Gold Large Bricks
metallurgy:iron_large_bricks, Iron Large Bricks
metallurgy:gold_bricks, Gold Bricks
metallurgy:iron_bricks, Iron Bricks
metallurgy:gold_crystals, Gold Crystals
metallurgy:iron_crystals, Iron Crystals
metallurgy:gold_hazard_block, Gold Hazard Block
metallurgy:iron_hazard_block, Iron Hazard Block
metallurgy:gold_reinforced_glass, Gold Reinforced Glass
metallurgy:iron_reinforced_glass, Iron Reinforced Glass
metallurgy:bimetal_structure_block, Bimetal Structure
metallurgy:ice_shield, Ice Shield
metallurgy:amordrine_block, Amordrine Block
metallurgy:amordrine_engraved_block, Amordrine Engraved Block
metallurgy:amordrine_large_bricks, Amordrine Large Bricks
metallurgy:amordrine_bricks, Amordrine Bricks
metallurgy:amordrine_crystals, Amordrine Crystals
metallurgy:amordrine_hazard_block, Amordrine Hazard Block
metallurgy:amordrine_reinforced_glass, Amordrine Reinforced Glass
metallurgy:amordrine_ingot, Amordrine Ingot
metallurgy:amordrine_dust, Amordrine Dust
metallurgy:amordrine_nugget, Amordrine Nugget
metallurgy:amordrine_axe, Amordrine Axe
metallurgy:amordrine_hoe, Amordrine Hoe
metallurgy:amordrine_pickaxe, Amordrine Pickaxe
metallurgy:amordrine_shovel, Amordrine Shovel
metallurgy:amordrine_sword, Amordrine Sword
metallurgy:amordrine_helmet, Amordrine Helmet
metallurgy:amordrine_chestplate, Amordrine Chestplate
metallurgy:amordrine_leggings, Amordrine Leggings
metallurgy:amordrine_boots, Amordrine Boots
metallurgy:haderoth_block, Haderoth Block
metallurgy:haderoth_engraved_block, Haderoth Engraved Block
metallurgy:haderoth_large_bricks, Haderoth Large Bricks
metallurgy:haderoth_bricks, Haderoth Bricks
metallurgy:haderoth_crystals, Haderoth Crystals
metallurgy:haderoth_hazard_block, Haderoth Hazard Block
metallurgy:haderoth_reinforced_glass, Haderoth Reinforced Glass
metallurgy:haderoth_ingot, Haderoth Ingot
metallurgy:haderoth_dust, Haderoth Dust
metallurgy:haderoth_nugget, Haderoth Nugget
metallurgy:haderoth_axe, Haderoth Axe
metallurgy:haderoth_hoe, Haderoth Hoe
metallurgy:haderoth_pickaxe, Haderoth Pickaxe
metallurgy:haderoth_shovel, Haderoth Shovel
metallurgy:haderoth_sword, Haderoth Sword
metallurgy:haderoth_helmet, Haderoth Helmet
metallurgy:haderoth_chestplate, Haderoth Chestplate
metallurgy:haderoth_leggings, Haderoth Leggings
metallurgy:haderoth_boots, Haderoth Boots
metallurgy:alduorite_ore, Alduorite Ore
metallurgy:alduorite_block, Alduorite Block
metallurgy:alduorite_engraved_block, Alduorite Engraved Block
metallurgy:alduorite_large_bricks, Alduorite Large Bricks
metallurgy:alduorite_bricks, Alduorite Bricks
metallurgy:alduorite_crystals, Alduorite Crystals
metallurgy:alduorite_hazard_block, Alduorite Hazard Block
metallurgy:alduorite_reinforced_glass, Alduorite Reinforced Glass
metallurgy:alduorite_ingot, Alduorite Ingot
metallurgy:alduorite_dust, Alduorite Dust
metallurgy:alduorite_nugget, Alduorite Nugget
metallurgy:platinum_ore, Platinum Ore
metallurgy:platinum_block, Platinum Block
metallurgy:platinum_engraved_block, Platinum Engraved Block
metallurgy:platinum_large_bricks, Platinum Large Bricks
metallurgy:platinum_bricks, Platinum Bricks
metallurgy:platinum_crystals, Platinum Crystals
metallurgy:platinum_hazard_block, Platinum Hazard Block
metallurgy:platinum_reinforced_glass, Platinum Reinforced Glass
metallurgy:platinum_ingot, Platinum Ingot
metallurgy:platinum_dust, Platinum Dust
metallurgy:platinum_nugget, Platinum Nugget
metallurgy:platinum_axe, Platinum Axe
metallurgy:platinum_hoe, Platinum Hoe
metallurgy:platinum_pickaxe, Platinum Pickaxe
metallurgy:platinum_shovel, Platinum Shovel
metallurgy:platinum_sword, Platinum Sword
metallurgy:platinum_helmet, Platinum Helmet
metallurgy:platinum_chestplate, Platinum Chestplate
metallurgy:platinum_leggings, Platinum Leggings
metallurgy:platinum_boots, Platinum Boots
metallurgy:vulcanite_ore, Vulcanite Ore
metallurgy:vulcanite_block, Vulcanite Block
metallurgy:vulcanite_engraved_block, Vulcanite Engraved Block
metallurgy:vulcanite_large_bricks, Vulcanite Large Bricks
metallurgy:vulcanite_bricks, Vulcanite Bricks
metallurgy:vulcanite_crystals, Vulcanite Crystals
metallurgy:vulcanite_hazard_block, Vulcanite Hazard Block
metallurgy:vulcanite_reinforced_glass, Vulcanite Reinforced Glass
metallurgy:vulcanite_ingot, Vulcanite Ingot
metallurgy:vulcanite_dust, Vulcanite Dust
metallurgy:vulcanite_nugget, Vulcanite Nugget
metallurgy:vulcanite_axe, Vulcanite Axe
metallurgy:vulcanite_hoe, Vulcanite Hoe
metallurgy:vulcanite_pickaxe, Vulcanite Pickaxe
metallurgy:vulcanite_shovel, Vulcanite Shovel
metallurgy:vulcanite_sword, Vulcanite Sword
metallurgy:vulcanite_helmet, Vulcanite Helmet
metallurgy:vulcanite_chestplate, Vulcanite Chestplate
metallurgy:vulcanite_leggings, Vulcanite Leggings
metallurgy:vulcanite_boots, Vulcanite Boots
metallurgy:tin_ore, Tin Ore
metallurgy:tin_block, Tin Block
metallurgy:tin_engraved_block, Tin Engraved Block
metallurgy:tin_large_bricks, Tin Large Bricks
metallurgy:tin_bricks, Tin Bricks
metallurgy:tin_crystals, Tin Crystals
metallurgy:tin_hazard_block, Tin Hazard Block
metallurgy:tin_reinforced_glass, Tin Reinforced Glass
metallurgy:tin_ingot, Tin Ingot
metallurgy:tin_dust, Tin Dust
metallurgy:tin_nugget, Tin Nugget
metallurgy:ignatius_ore, Ignatius Ore
metallurgy:ignatius_block, Ignatius Block
metallurgy:ignatius_engraved_block, Ignatius Engraved Block
metallurgy:ignatius_large_bricks, Ignatius Large Bricks
metallurgy:ignatius_bricks, Ignatius Bricks
metallurgy:ignatius_crystals, Ignatius Crystals
metallurgy:ignatius_hazard_block, Ignatius Hazard Block
metallurgy:ignatius_reinforced_glass, Ignatius Reinforced Glass
metallurgy:ignatius_ingot, Ignatius Ingot
metallurgy:ignatius_dust, Ignatius Dust
metallurgy:ignatius_nugget, Ignatius Nugget
metallurgy:ignatius_axe, Ignatius Axe
metallurgy:ignatius_hoe, Ignatius Hoe
metallurgy:ignatius_pickaxe, Ignatius Pickaxe
metallurgy:ignatius_shovel, Ignatius Shovel
metallurgy:ignatius_sword, Ignatius Sword
metallurgy:ignatius_helmet, Ignatius Helmet
metallurgy:ignatius_chestplate, Ignatius Chestplate
metallurgy:ignatius_leggings, Ignatius Leggings
metallurgy:ignatius_boots, Ignatius Boots
metallurgy:etherium_block, Etherium Block
metallurgy:etherium_engraved_block, Etherium Engraved Block
metallurgy:etherium_large_bricks, Etherium Large Bricks
metallurgy:etherium_bricks, Etherium Bricks
metallurgy:etherium_crystals, Etherium Crystals
metallurgy:etherium_hazard_block, Etherium Hazard Block
metallurgy:etherium_reinforced_glass, Etherium Reinforced Glass
metallurgy:etherium_ingot, Etherium Ingot
metallurgy:etherium_dust, Etherium Dust
metallurgy:etherium_nugget, Etherium Nugget
metallurgy:etherium_axe, Etherium Axe
metallurgy:etherium_hoe, Etherium Hoe
metallurgy:etherium_pickaxe, Etherium Pickaxe
metallurgy:etherium_shovel, Etherium Shovel
metallurgy:etherium_sword, Etherium Sword
metallurgy:etherium_helmet, Etherium Helmet
metallurgy:etherium_chestplate, Etherium Chestplate
metallurgy:etherium_leggings, Etherium Leggings
metallurgy:etherium_boots, Etherium Boots
metallurgy:zinc_ore, Zinc Ore
metallurgy:zinc_block, Zinc Block
metallurgy:zinc_engraved_block, Zinc Engraved Block
metallurgy:zinc_large_bricks, Zinc Large Bricks
metallurgy:zinc_bricks, Zinc Bricks
metallurgy:zinc_crystals, Zinc Crystals
metallurgy:zinc_hazard_block, Zinc Hazard Block
metallurgy:zinc_reinforced_glass, Zinc Reinforced Glass
metallurgy:zinc_ingot, Zinc Ingot
metallurgy:zinc_dust, Zinc Dust
metallurgy:zinc_nugget, Zinc Nugget
metallurgy:quicksilver_block, Quicksilver Block
metallurgy:quicksilver_engraved_block, Quicksilver Engraved Block
metallurgy:quicksilver_large_bricks, Quicksilver Large Bricks
metallurgy:quicksilver_bricks, Quicksilver Bricks
metallurgy:quicksilver_crystals, Quicksilver Crystals
metallurgy:quicksilver_hazard_block, Quicksilver Hazard Block
metallurgy:quicksilver_reinforced_glass, Quicksilver Reinforced Glass
metallurgy:quicksilver_ingot, Quicksilver Ingot
metallurgy:quicksilver_dust, Quicksilver Dust
metallurgy:quicksilver_nugget, Quicksilver Nugget
metallurgy:quicksilver_axe, Quicksilver Axe
metallurgy:quicksilver_hoe, Quicksilver Hoe
metallurgy:quicksilver_pickaxe, Quicksilver Pickaxe
metallurgy:quicksilver_shovel, Quicksilver Shovel
metallurgy:quicksilver_sword, Quicksilver Sword
metallurgy:quicksilver_helmet, Quicksilver Helmet
metallurgy:quicksilver_chestplate, Quicksilver Chestplate
metallurgy:quicksilver_leggings, Quicksilver Leggings
metallurgy:quicksilver_boots, Quicksilver Boots
metallurgy:brass_block, Brass Block
metallurgy:brass_engraved_block, Brass Engraved Block
metallurgy:brass_large_bricks, Brass Large Bricks
metallurgy:brass_bricks, Brass Bricks
metallurgy:brass_crystals, Brass Crystals
metallurgy:brass_hazard_block, Brass Hazard Block
metallurgy:brass_reinforced_glass, Brass Reinforced Glass
metallurgy:brass_ingot, Brass Ingot
